date,pid,race,bets,stake,payout,hit,hit_combo
20250809,14,1R,25,2500,4990,1,1-2-6
20250809,14,2R,40,4000,2920,1,2-1-3
20250809,14,3R,39,3900,0,0,5-1-6
20250809,14,4R,40,4000,1970,1,1-2-4
20250809,14,5R,37,3700,3150,1,1-2-6
20250809,14,6R,36,3600,0,0,3-5-6
20250809,14,7R,28,2800,10830,1,1-6-2
20250809,14,8R,40,4000,0,0,5-4-3
20250809,14,9R,35,3500,0,0,5-6-1
20250809,16,10R,34,3400,630,1,1-2-6
20250809,16,11R,35,3500,5780,1,4-2-1
20250809,16,12R,38,3800,0,0,1-6-2
20250809,16,1R,39,3900,1040,1,1-2-4
20250809,16,2R,37,3700,0,0,1-3-4
20250809,16,3R,40,4000,8580,1,1-2-5
20250809,16,4R,32,3200,1120,1,1-4-2
20250809,16,5R,34,3400,0,0,3-4-5
20250809,16,6R,40,4000,1980,1,2-1-3
20250809,16,7R,40,4000,1930,1,2-3-4
20250809,16,8R,27,2700,850,1,1-2-4
20250809,16,9R,40,4000,2370,1,3-2-6
20250809,20,10R,40,4000,2200,1,1-3-2
20250809,20,11R,40,4000,18170,1,3-2-4
20250809,20,12R,40,4000,9180,1,2-1-6
20250809,20,1R,30,3000,620,1,1-2-3
20250809,20,2R,36,3600,2060,1,3-5-1
20250809,20,3R,40,4000,0,0,4-3-6
20250809,20,4R,40,4000,43960,1,5-2-3
20250809,20,5R,38,3800,13800,1,1-5-6
20250809,20,6R,39,3900,5410,1,3-4-2
20250809,20,7R,39,3900,19790,1,3-2-1
20250809,20,8R,19,1900,0,0,1-2-3
20250809,20,9R,32,3200,0,0,6-4-2
20250809,21,10R,40,4000,1940,1,3-1-6
20250809,21,11R,39,3900,1630,1,1-3-4
20250809,21,12R,36,3600,11310,1,1-6-2
20250809,21,1R,33,3300,1250,1,1-4-2
20250809,21,2R,38,3800,4230,1,1-5-2
20250809,21,3R,38,3800,5750,1,4-1-5
20250809,21,4R,23,2300,690,1,1-3-4
20250809,21,5R,34,3400,870,1,1-5-2
20250809,21,6R,40,4000,3820,1,2-1-6
20250809,21,7R,25,2500,1020,1,1-4-2
20250809,21,8R,25,2500,1090,1,2-5-3
20250809,21,9R,21,2100,630,1,1-2-3
20250809,24,10R,23,2300,6120,1,2-1-3
20250809,24,11R,40,4000,8180,1,2-4-1
20250809,24,12R,38,3800,1060,1,1-4-3
20250809,24,1R,26,2600,1600,1,2-1-3
20250809,24,2R,36,3600,0,0,3-4-6
20250809,24,3R,39,3900,0,0,4-5-1
20250809,24,4R,34,3400,660,1,1-2-4
20250809,24,5R,37,3700,1220,1,1-5-4
20250809,24,6R,14,1400,0,0,1-2-3
20250809,24,7R,40,4000,1050,1,1-6-2
20250809,24,8R,39,3900,0,0,6-1-3
20250809,24,9R,40,4000,13710,1,4-3-1
20250810,02,10R,40,4000,2120,1,1-4-5
20250810,02,11R,19,1900,2470,1,3-1-2
20250810,02,12R,24,2400,1520,1,1-3-5
20250810,02,1R,40,4000,5130,1,1-3-4
20250810,02,2R,36,3600,0,0,1-4-2
20250810,02,3R,40,4000,2540,1,4-3-6
20250810,02,4R,40,4000,1650,1,3-5-2
20250810,02,5R,40,4000,0,0,5-1-3
20250810,02,6R,40,4000,1140,1,1-4-2
20250810,02,7R,36,3600,1540,1,1-5-2
20250810,02,8R,40,4000,0,0,3-6-2
20250810,02,9R,40,4000,730,1,1-2-4
20250810,04,10R,22,2200,1810,1,4-1-5
20250810,04,11R,28,2800,1850,1,1-3-6
20250810,04,12R,29,2900,900,1,1-3-4
20250810,04,1R,40,4000,2810,1,1-5-3
20250810,04,2R,26,2600,990,1,1-3-4
20250810,04,3R,32,3200,1610,1,1-3-4
20250810,04,4R,40,4000,2530,1,2-4-6
20250810,04,5R,40,4000,0,0,1-4-5
20250810,04,6R,40,4000,3010,1,1-3-4
20250810,04,7R,15,1500,3160,1,2-1-6
20250810,04,8R,26,2600,2060,1,1-4-2
20250810,04,9R,40,4000,1920,1,2-5-1
20250810,05,10R,39,3900,17820,1,2-5-1
20250810,05,11R,30,3000,2590,1,2-1-3
20250810,05,12R,38,3800,1280,1,1-3-5
20250810,05,1R,40,4000,5100,1,1-6-2
20250810,05,2R,40,4000,1200,1,1-4-3
20250810,05,3R,28,2800,0,0,2-3-1
20250810,05,4R,27,2700,1600,1,1-6-2
20250810,05,5R,40,4000,0,0,1-6-3
20250810,05,6R,40,4000,2850,1,3-1-2
20250810,05,7R,28,2800,640,1,1-3-2
20250810,05,8R,38,3800,3410,1,3-1-4
20250810,05,9R,22,2200,0,0,4-6-2
20250810,06,10R,40,4000,1810,1,1-5-2
20250810,06,11R,37,3700,1190,1,1-2-3
20250810,06,12R,39,3900,3510,1,3-1-4
20250810,06,1R,28,2800,1860,1,1-3-2
20250810,06,2R,40,4000,3240,1,2-1-5
20250810,06,3R,40,4000,0,0,4-5-2
20250810,06,4R,40,4000,22590,1,4-3-2
20250810,06,5R,40,4000,1480,1,1-4-2
20250810,06,6R,39,3900,7100,1,3-2-4
20250810,06,7R,40,4000,0,0,1-5-3
20250810,06,8R,39,3900,0,0,4-3-1
20250810,06,9R,40,4000,4050,1,3-1-2
20250810,07,10R,40,4000,1770,1,1-3-2
20250810,07,11R,38,3800,3530,1,4-5-1
20250810,07,12R,38,3800,0,0,4-1-5
20250810,07,1R,31,3100,5430,1,2-3-1
20250810,07,2R,40,4000,0,0,6-5-3
20250810,07,3R,40,4000,1810,1,1-2-3
20250810,07,4R,40,4000,8500,1,3-2-1
20250810,07,5R,40,4000,0,0,2-6-1
20250810,07,6R,40,4000,17590,1,6-4-5
20250810,07,7R,36,3600,0,0,1-3-4
20250810,07,8R,35,3500,0,0,1-4-5
20250810,07,9R,31,3100,720,1,1-2-4
20250810,08,10R,39,3900,3520,1,4-2-1
20250810,08,11R,39,3900,3380,1,1-6-2
20250810,08,12R,38,3800,1240,1,1-4-3
20250810,08,1R,40,4000,2600,1,1-5-3
20250810,08,2R,34,3400,1090,1,1-5-2
20250810,08,3R,40,4000,3980,1,1-3-2
20250810,08,4R,39,3900,0,0,3-6-1
20250810,08,5R,40,4000,0,0,3-1-4
20250810,08,6R,28,2800,780,1,1-2-3
20250810,08,7R,25,2500,0,0,1-3-6
20250810,08,8R,40,4000,3940,1,2-3-1
20250810,08,9R,35,3500,1440,1,1-4-5
20250810,11,10R,38,3800,4440,1,3-1-6
20250810,11,11R,38,3800,0,0,4-6-1
20250810,11,12R,40,4000,7150,1,3-1-5
20250810,11,1R,39,3900,0,0,5-4-6
20250810,11,2R,40,4000,930,1,1-4-3
20250810,11,3R,35,3500,850,1,1-2-4
20250810,11,4R,34,3400,4790,1,4-3-5
20250810,11,5R,20,2000,1030,1,1-3-4
20250810,11,6R,38,3800,0,0,4-5-2
20250810,11,7R,34,3400,870,1,1-5-3
20250810,11,8R,40,4000,9430,1,5-1-6
20250810,11,9R,40,4000,7300,1,2-1-4
20250810,13,10R,23,2300,1550,1,1-4-2
20250810,13,11R,40,4000,5210,1,3-1-2
20250810,13,12R,39,3900,0,0,1-5-3
20250810,13,1R,35,3500,1790,1,1-2-3
20250810,13,2R,35,3500,2050,1,3-4-1
20250810,13,3R,40,4000,3310,1,2-3-6
20250810,13,4R,33,3300,1930,1,2-5-4
20250810,13,5R,40,4000,1380,1,1-6-2
20250810,13,6R,36,3600,790,1,1-4-6
20250810,13,7R,31,3100,2820,1,2-4-6
20250810,13,8R,36,3600,0,0,6-4-1
20250810,13,9R,19,1900,600,1,1-3-5
20250810,15,10R,26,2600,2630,1,1-2-6
20250810,15,11R,40,4000,4710,1,1-5-3
20250810,15,12R,40,4000,0,0,1-5-2
20250810,15,1R,40,4000,7780,1,3-4-2
20250810,15,2R,40,4000,4370,1,2-1-4
20250810,15,3R,40,4000,2890,1,1-2-5
20250810,15,4R,24,2400,0,0,1-4-3
20250810,15,5R,40,4000,0,0,3-2-6
20250810,15,6R,25,2500,1390,1,1-2-3
20250810,15,7R,39,3900,980,1,1-2-3
20250810,15,8R,18,1800,0,0,1-5-4
20250810,15,9R,40,4000,1140,1,1-4-5
20250810,16,10R,40,4000,0,0,2-5-6
20250810,16,11R,40,4000,1320,1,1-3-4
20250810,16,12R,35,3500,730,1,1-4-5
20250810,16,1R,40,4000,1580,1,1-4-2
20250810,16,2R,40,4000,6650,1,4-3-1
20250810,16,3R,34,3400,11240,1,2-1-6
20250810,16,4R,40,4000,0,0,2-3-6
20250810,16,5R,40,4000,4660,1,2-6-3
20250810,16,6R,28,2800,2630,1,2-4-1
20250810,16,7R,40,4000,1230,1,5-1-6
20250810,16,8R,40,4000,770,1,2-1-4
20250810,16,9R,36,3600,1140,1,1-3-4
20250810,18,10R,40,4000,1500,1,1-3-6
20250810,18,11R,40,4000,610,1,1-2-3
20250810,18,12R,36,3600,1550,1,1-2-4
20250810,18,1R,30,3000,960,1,1-3-5
20250810,18,2R,39,3900,7070,1,2-1-4
20250810,18,3R,40,4000,1260,1,1-4-3
20250810,18,4R,35,3500,0,0,1-2-3
20250810,18,5R,21,2100,1650,1,1-2-5
20250810,18,6R,30,3000,1150,1,1-2-3
20250810,18,7R,27,2700,7690,1,3-1-2
20250810,18,8R,39,3900,4680,1,2-3-6
20250810,18,9R,35,3500,0,0,2-5-3
20250810,19,10R,36,3600,1030,1,1-3-2
20250810,19,11R,32,3200,4450,1,1-6-3
20250810,19,12R,40,4000,22640,1,2-3-1
20250810,19,1R,31,3100,2220,1,1-2-4
20250810,19,2R,40,4000,11670,1,2-4-3
20250810,19,3R,29,2900,0,0,3-5-4
20250810,19,4R,27,2700,1290,1,2-1-4
20250810,19,5R,30,3000,5440,1,2-3-1
20250810,19,6R,40,4000,4050,1,4-1-3
20250810,19,7R,40,4000,0,0,5-4-1
20250810,19,8R,32,3200,2440,1,3-4-5
20250810,19,9R,36,3600,1430,1,1-4-5
20250810,21,10R,0,0,0,0,
20250810,21,11R,0,0,0,0,
20250810,21,12R,0,0,0,0,
20250810,21,1R,27,2700,1370,1,1-2-5
20250810,21,2R,32,3200,850,1,1-4-3
20250810,21,3R,20,2000,0,0,3-1-5
20250810,21,4R,31,3100,780,1,1-5-3
20250810,21,5R,40,4000,640,1,1-2-4
20250810,21,6R,31,3100,1310,1,2-1-5
20250810,21,7R,18,1800,3030,1,1-3-5
20250810,21,8R,40,4000,16970,1,6-1-3
20250810,21,9R,0,0,0,0,
20250810,23,10R,40,4000,0,0,2-3-6
20250810,23,11R,40,4000,4090,1,1-3-4
20250810,23,12R,39,3900,0,0,3-5-4
20250810,23,1R,26,2600,0,0,1-5-4
20250810,23,2R,22,2200,1560,1,1-2-4
20250810,23,3R,19,1900,0,0,3-1-6
20250810,23,4R,40,4000,0,0,1-6-4
20250810,23,6R,27,2700,1780,1,4-5-2
20250810,23,7R,39,3900,11660,1,3-2-4
20250810,23,8R,34,3400,1040,1,4-1-2
20250811,01,10R,38,3800,2550,1,1-3-4
20250811,01,11R,28,2800,3510,1,1-6-4
20250811,01,12R,40,4000,1720,1,1-4-3
20250811,01,1R,40,4000,0,0,3-5-2
20250811,01,2R,32,3200,2780,1,2-1-3
20250811,01,3R,40,4000,2630,1,6-2-3
20250811,01,4R,33,3300,1730,1,2-3-1
20250811,01,5R,35,3500,1120,1,1-4-3
20250811,01,6R,21,2100,7290,1,3-1-2
20250811,01,7R,20,2000,0,0,4-1-3
20250811,01,8R,40,4000,0,0,4-5-2
20250811,01,9R,32,3200,0,0,4-1-2
20250811,02,10R,40,4000,0,0,1-5-2
20250811,02,11R,39,3900,0,0,3-1-5
20250811,02,12R,40,4000,0,0,2-1-6
20250811,02,1R,39,3900,4070,1,2-3-1
20250811,02,2R,40,4000,5580,1,2-1-5
20250811,02,3R,34,3400,0,0,3-4-5
20250811,02,4R,40,4000,11010,1,3-2-5
20250811,02,5R,37,3700,0,0,4-5-6
20250811,02,6R,39,3900,3330,1,1-2-3
20250811,02,7R,33,3300,8800,1,2-4-1
20250811,02,8R,31,3100,2200,1,2-3-1
20250811,02,9R,34,3400,1440,1,1-5-6
20250811,04,10R,17,1700,1040,1,1-2-5
20250811,04,11R,29,2900,2360,1,1-2-6
20250811,04,12R,39,3900,18630,1,5-1-3
20250811,04,1R,40,4000,2540,1,4-2-3
20250811,04,2R,33,3300,5920,1,3-1-4
20250811,04,3R,36,3600,1310,1,1-5-2
20250811,04,4R,40,4000,0,0,4-3-5
20250811,04,5R,40,4000,1830,1,1-2-4
20250811,04,6R,40,4000,3040,1,4-1-5
20250811,04,7R,40,4000,2600,1,1-2-5
20250811,04,8R,40,4000,2620,1,1-4-2
20250811,04,9R,40,4000,0,0,1-5-4
20250811,05,10R,22,2200,930,1,1-3-6
20250811,05,11R,40,4000,800,1,1-2-3
20250811,05,12R,36,3600,760,1,1-2-4
20250811,05,1R,40,4000,0,0,3-2-1
20250811,05,2R,40,4000,1870,1,3-4-5
20250811,05,3R,39,3900,2640,1,1-3-6
20250811,05,4R,33,3300,2110,1,1-4-2
20250811,05,5R,40,4000,6900,1,5-1-3
20250811,05,6R,40,4000,0,0,5-1-3
20250811,05,7R,23,2300,0,0,6-1-5
20250811,05,8R,18,1800,730,1,1-3-4
20250811,05,9R,28,2800,14750,1,4-1-3
20250811,06,10R,40,4000,5160,1,2-6-1
20250811,06,11R,40,4000,0,0,5-1-4
20250811,06,12R,40,4000,880,1,1-2-4
20250811,06,1R,40,4000,4890,1,1-2-6
20250811,06,2R,40,4000,0,0,6-5-4
20250811,06,3R,39,3900,0,0,4-2-5
20250811,06,4R,40,4000,1830,1,1-3-5
20250811,06,5R,40,4000,13940,1,3-2-5
20250811,06,6R,40,4000,1250,1,1-4-5
20250811,06,7R,39,3900,0,0,3-5-1
20250811,06,8R,30,3000,3280,1,1-2-4
20250811,06,9R,40,4000,6680,1,1-6-2
20250811,07,10R,34,3400,0,0,1-5-3
20250811,07,11R,40,4000,1050,1,1-3-2
20250811,07,12R,37,3700,710,1,1-3-4
20250811,07,1R,40,4000,0,0,3-2-1
20250811,07,2R,36,3600,3080,1,1-2-3
20250811,07,3R,40,4000,10740,1,3-1-2
20250811,07,4R,39,3900,1040,1,3-4-5
20250811,07,5R,40,4000,1640,1,5-6-2
20250811,07,6R,40,4000,0,0,1-5-2
20250811,07,7R,30,3000,800,1,1-4-3
20250811,07,8R,38,3800,910,1,1-2-3
20250811,07,9R,40,4000,0,0,5-1-2
20250811,08,10R,37,3700,3320,1,3-1-4
20250811,08,11R,23,2300,2100,1,2-5-1
20250811,08,12R,32,3200,1300,1,1-5-2
20250811,08,1R,27,2700,0,0,4-5-1
20250811,08,2R,25,2500,850,1,1-3-4
20250811,08,3R,40,4000,5450,1,5-1-2
20250811,08,4R,40,4000,11740,1,3-4-2
20250811,08,5R,40,4000,2430,1,4-6-1
20250811,08,6R,36,3600,2000,1,1-5-4
20250811,08,7R,40,4000,4170,1,4-2-1
20250811,08,8R,40,4000,1880,1,5-4-2
20250811,08,9R,39,3900,740,1,1-5-2
20250811,11,10R,38,3800,800,1,1-4-2
20250811,11,11R,34,3400,0,0,1-3-2
20250811,11,12R,28,2800,0,0,1-6-5
20250811,11,1R,23,2300,0,0,1-2-5
20250811,11,2R,40,4000,1740,1,1-2-3
20250811,11,3R,40,4000,0,0,5-6-1
20250811,11,4R,39,3900,1780,1,4-1-2
20250811,11,5R,39,3900,0,0,3-6-5
20250811,11,6R,40,4000,2260,1,3-2-6
20250811,11,7R,15,1500,780,1,2-1-4
20250811,11,8R,33,3300,950,1,1-3-4
20250811,11,9R,39,3900,1150,1,1-6-2
20250811,13,10R,33,3300,740,1,1-2-4
20250811,13,11R,37,3700,980,1,1-2-3
20250811,13,12R,40,4000,3470,1,1-4-5
20250811,13,1R,19,1900,0,0,1-3-4
20250811,13,2R,31,3100,0,0,5-6-2
20250811,13,3R,29,2900,0,0,3-4-6
20250811,13,4R,31,3100,1960,1,2-5-4
20250811,13,5R,32,3200,990,1,1-3-4
20250811,13,6R,33,3300,0,0,1-4-2
20250811,13,7R,24,2400,920,1,1-2-6
20250811,13,8R,40,4000,2350,1,4-2-6
20250811,13,9R,31,3100,6490,1,3-2-1
20250811,15,10R,27,2700,860,1,1-3-2
20250811,15,11R,40,4000,1120,1,1-4-3
20250811,15,12R,40,4000,1450,1,1-3-2
20250811,15,1R,40,4000,2190,1,2-1-3
20250811,15,2R,40,4000,0,0,2-6-5
20250811,15,3R,40,4000,5620,1,4-2-3
20250811,15,4R,40,4000,0,0,5-4-2
20250811,15,5R,40,4000,1310,1,4-5-6
20250811,15,6R,38,3800,3140,1,5-1-2
20250811,15,7R,29,2900,5870,1,5-1-2
20250811,15,8R,26,2600,0,0,1-6-3
20250811,15,9R,23,2300,660,1,1-3-5
20250811,16,10R,34,3400,0,0,1-6-4
20250811,16,11R,31,3100,930,1,1-2-4
20250811,16,12R,33,3300,8270,1,3-1-2
20250811,16,1R,39,3900,0,0,4-1-6
20250811,16,2R,40,4000,3220,1,1-2-4
20250811,16,3R,40,4000,0,0,5-4-2
20250811,16,4R,29,2900,12700,1,4-3-2
20250811,16,5R,24,2400,640,1,1-3-2
20250811,16,6R,39,3900,0,0,1-6-3
20250811,16,7R,40,4000,5040,1,4-3-5
20250811,16,8R,40,4000,0,0,5-6-3
20250811,16,9R,20,2000,950,1,1-2-4
20250811,18,10R,40,4000,1060,1,1-3-5
20250811,18,11R,29,2900,1010,1,2-4-3
20250811,18,12R,40,4000,720,1,1-3-5
20250811,18,1R,27,2700,1770,1,1-2-5
20250811,18,2R,39,3900,1200,1,1-3-4
20250811,18,3R,29,2900,600,1,1-4-3
20250811,18,4R,23,2300,4280,1,1-4-5
20250811,18,5R,40,4000,19890,1,6-1-5
20250811,18,6R,40,4000,1410,1,1-3-2
20250811,18,7R,28,2800,830,1,1-3-4
20250811,18,8R,30,3000,0,0,3-6-4
20250811,18,9R,38,3800,1440,1,1-3-4
20250811,19,10R,38,3800,0,0,2-6-3
20250811,19,11R,28,2800,2010,1,1-2-4
20250811,19,12R,38,3800,0,0,4-6-1
20250811,19,1R,38,3800,2230,1,1-4-5
20250811,19,2R,36,3600,0,0,4-2-1
20250811,19,3R,40,4000,4370,1,3-2-5
20250811,19,4R,28,2800,830,1,2-1-3
20250811,19,5R,25,2500,1250,1,3-1-2
20250811,19,6R,30,3000,750,1,1-2-3
20250811,19,7R,38,3800,0,0,1-6-3
20250811,19,8R,39,3900,610,1,1-4-5
20250811,19,9R,26,2600,0,0,4-3-1
20250811,20,10R,40,4000,720,1,1-2-4
20250811,20,11R,34,3400,690,1,1-3-2
20250811,20,12R,40,4000,0,0,6-3-2
20250811,20,1R,39,3900,0,0,6-4-2
20250811,20,2R,40,4000,3880,1,1-4-5
20250811,20,3R,40,4000,3100,1,3-1-5
20250811,20,4R,40,4000,3300,1,2-4-1
20250811,20,5R,35,3500,1140,1,1-4-2
20250811,20,6R,40,4000,15350,1,2-6-1
20250811,20,7R,40,4000,860,1,1-6-4
20250811,20,8R,40,4000,2530,1,3-1-5
20250811,20,9R,30,3000,670,1,1-2-3
20250811,21,10R,0,0,0,0,
20250811,21,11R,0,0,0,0,
20250811,21,12R,0,0,0,0,
20250811,21,1R,0,0,0,0,
20250811,21,2R,0,0,0,0,
20250811,21,3R,0,0,0,0,
20250811,21,4R,0,0,0,0,
20250811,21,5R,0,0,0,0,
20250811,21,6R,0,0,0,0,
20250811,21,7R,0,0,0,0,
20250811,21,8R,0,0,0,0,
20250811,21,9R,0,0,0,0,
20250811,22,10R,36,3600,730,1,1-2-4
20250811,22,11R,40,4000,32720,1,3-6-2
20250811,22,12R,37,3700,5640,1,5-1-2
20250811,22,1R,18,1800,1510,1,1-2-6
20250811,22,2R,40,4000,1470,1,6-3-1
20250811,22,3R,31,3100,4450,1,4-3-5
20250811,22,4R,40,4000,0,0,4-3-6
20250811,22,5R,38,3800,0,0,1-2-5
20250811,22,6R,39,3900,4150,1,3-2-6
20250811,22,7R,22,2200,1040,1,1-2-4
20250811,22,8R,21,2100,0,0,5-6-1
20250811,22,9R,40,4000,2580,1,1-3-6
20250811,23,10R,38,3800,950,1,2-1-4
20250811,23,11R,22,2200,1430,1,2-4-3
20250811,23,12R,40,4000,880,1,1-2-4
20250811,23,1R,34,3400,1770,1,4-1-5
20250811,23,2R,24,2400,0,0,1-3-2
20250811,23,3R,19,1900,900,1,3-1-5
20250811,23,4R,39,3900,1610,1,6-2-3
20250811,23,5R,26,2600,3080,1,1-2-5
20250811,23,6R,40,4000,1960,1,1-2-4
20250811,23,7R,40,4000,2040,1,3-1-4
20250811,23,8R,40,4000,4790,1,2-4-3
20250811,23,9R,40,4000,0,0,5-3-4
20250812,01,10R,17,1700,770,1,1-3-2
20250812,01,11R,40,4000,5410,1,3-2-6
20250812,01,12R,32,3200,850,1,1-3-5
20250812,01,1R,40,4000,1960,1,4-6-2
20250812,01,2R,29,2900,6910,1,2-1-4
20250812,01,3R,40,4000,880,1,5-1-3
20250812,01,4R,40,4000,0,0,4-3-1
20250812,01,5R,29,2900,5620,1,4-2-5
20250812,01,6R,22,2200,1560,1,1-3-6
20250812,01,7R,28,2800,1010,1,3-1-5
20250812,01,8R,1,100,0,0,1-5-4
20250812,01,9R,40,4000,0,0,4-1-3
20250812,04,10R,38,3800,2090,1,2-1-4
20250812,04,11R,36,3600,1080,1,1-4-2
20250812,04,12R,40,4000,630,1,1-2-4
20250812,04,1R,28,2800,10150,1,3-1-2
20250812,04,2R,40,4000,0,0,4-6-3
20250812,04,3R,39,3900,1700,1,1-3-4
20250812,04,4R,40,4000,0,0,1-4-6
20250812,04,5R,35,3500,1460,1,1-4-3
20250812,04,6R,37,3700,7200,1,4-3-5
20250812,04,7R,40,4000,2630,1,1-3-5
20250812,04,8R,40,4000,2290,1,1-2-4
20250812,04,9R,40,4000,4060,1,2-1-3
20250812,05,10R,40,4000,13530,1,6-5-1
20250812,05,11R,19,1900,1030,1,2-1-4
20250812,05,12R,38,3800,1380,1,1-2-5
20250812,05,1R,40,4000,3320,1,4-1-2
20250812,05,2R,40,4000,1640,1,1-2-5
20250812,05,3R,39,3900,0,0,4-3-6
20250812,05,4R,40,4000,3230,1,1-6-2
20250812,05,5R,40,4000,2890,1,1-4-2
20250812,05,6R,20,2000,1580,1,1-2-4
20250812,05,7R,40,4000,0,0,4-1-6
20250812,05,8R,40,4000,3800,1,4-1-2
20250812,05,9R,26,2600,0,0,3-2-5
20250812,07,10R,30,3000,650,1,1-3-4
20250812,07,11R,37,3700,1450,1,4-1-5
20250812,07,12R,32,3200,1370,1,1-3-2
20250812,07,1R,36,3600,1590,1,3-1-2
20250812,07,2R,35,3500,7540,1,3-4-1
20250812,07,3R,40,4000,0,0,5-4-6
20250812,07,4R,40,4000,990,1,2-3-4
20250812,07,5R,28,2800,0,0,1-2-5
20250812,07,6R,40,4000,0,0,5-3-4
20250812,07,7R,26,2600,0,0,1-3-4
20250812,07,8R,30,3000,0,0,
20250812,07,9R,18,1800,0,0,1-2-4
20250812,08,10R,40,4000,3750,1,3-2-6
20250812,08,11R,18,1800,660,1,1-4-2
20250812,08,12R,34,3400,980,1,1-2-4
20250812,08,1R,20,2000,1180,1,1-3-5
20250812,08,2R,38,3800,2850,1,1-5-3
20250812,08,3R,40,4000,0,0,4-2-1
20250812,08,4R,39,3900,0,0,4-2-6
20250812,08,5R,40,4000,690,1,1-3-6
20250812,08,6R,17,1700,1030,1,1-4-5
20250812,08,7R,40,4000,7410,1,2-6-4
20250812,08,8R,40,4000,1640,1,1-4-6
20250812,08,9R,37,3700,2510,1,5-2-1
20250812,11,10R,39,3900,490,1,2-3-5
20250812,11,11R,29,2900,3960,1,3-1-2
20250812,11,12R,27,2700,1310,1,1-5-2
20250812,11,1R,40,4000,0,0,3-4-1
20250812,11,2R,40,4000,2260,1,1-4-5
20250812,11,3R,40,4000,2440,1,3-2-6
20250812,11,4R,15,1500,0,0,4-3-5
20250812,11,5R,40,4000,0,0,2-1-3
20250812,11,6R,40,4000,2370,1,5-4-1
