date,jcd,race,combo,F,S,T,odds,popularity_rank,is_win,lane_1_name,lane_2_name,lane_3_name,lane_4_name,lane_5_name,lane_6_name,weather,temperature,windSpeed,windDirection,waterTemperature,waveHeight
20250811,01,10R,1-4-3,1,4,3,28.9,12,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-4-5,1,4,5,32.2,13,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-5-3,1,5,3,34.1,14,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-2-6,1,2,6,43.4,15,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-5-4,1,5,4,44.3,16,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-4-1,2,4,1,48.6,17,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-1-2,5,1,2,53.0,18,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-1-2,4,1,2,67.8,19,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-1-2,3,1,2,69.0,20,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-3-1,2,3,1,76.2,21,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-2-1,5,2,1,78.1,22,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-5-1,2,5,1,80.1,23,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-1-5,3,1,5,86.1,24,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-4-5,2,4,5,89.3,25,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-4-6,1,4,6,92.7,26,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-1-3,5,1,3,95.0,27,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-4-3,2,4,3,96.0,28,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-1-4,5,1,4,98.7,29,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-1-4,3,1,4,100.6,30,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-2-1,4,2,1,104.2,31,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-3-4,2,3,4,104.4,32,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-2-1,3,2,1,109.6,33,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-5-6,1,5,6,111.8,34,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-2-4,5,2,4,118.9,35,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-5-4,2,5,4,120.9,36,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-1-6,5,1,6,122.2,37,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-3-6,1,3,6,127.2,38,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-1-6,2,1,6,128.3,39,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-1-5,4,1,5,128.3,40,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-5-1,3,5,1,138.4,41,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-3-5,2,3,5,138.9,42,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-1-3,4,1,3,146.2,43,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-2-3,5,2,3,164.3,44,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-5-3,2,5,3,170.3,45,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-2-6,5,2,6,171.1,46,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-2-4,3,2,4,173.3,47,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-4-2,5,4,2,178.7,48,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-6-2,1,6,2,179.3,49,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-5-2,3,5,2,180.3,50,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-2-5,3,2,5,180.5,51,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-2-5,4,2,5,180.9,52,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-3-1,5,3,1,190.6,53,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-5-1,4,5,1,205.9,54,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-5-2,4,5,2,206.5,55,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-4-1,5,4,1,207.7,56,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-4-1,3,4,1,217.6,57,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-2-3,4,2,3,221.4,58,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-6-1,5,6,1,238.0,59,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-4-2,3,4,2,238.2,60,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-6-2,5,6,2,253.9,61,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-3-2,5,3,2,254.8,62,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-6-4,1,6,4,255.6,63,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-6-5,1,6,5,289.5,64,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-4-6,2,4,6,301.1,65,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-5-4,3,5,4,311.3,66,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-3-1,4,3,1,323.8,67,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-1-6,3,1,6,328.7,68,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-3-2,4,3,2,330.0,69,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,1-6-3,1,6,3,336.7,70,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-1-6,4,1,6,340.0,71,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-4-5,3,4,5,343.7,72,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-3-6,2,3,6,367.5,73,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-4-6,5,4,6,371.8,74,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-5-6,3,5,6,374.2,75,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-5-6,2,5,6,392.0,76,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-2-6,3,2,6,405.4,77,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-4-3,5,4,3,417.3,78,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-2-6,4,2,6,433.5,79,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-6-4,5,6,4,440.4,80,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-5-6,4,5,6,447.6,81,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-5-3,4,5,3,458.0,82,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-3-4,5,3,4,463.7,83,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-3-6,5,3,6,463.7,84,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,5-6-3,5,6,3,523.0,85,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-6-1,2,6,1,529.7,86,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-3-5,4,3,5,572.2,87,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-6-4,2,6,4,670.7,88,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-4-6,3,4,6,711.1,89,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-6-1,3,6,1,759.5,90,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-6-1,4,6,1,763.7,91,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-6-3,2,6,3,803.8,92,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-6-2,4,6,2,880.9,93,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,2-6-5,2,6,5,930.5,94,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-6-2,3,6,2,936.9,95,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-6-5,4,6,5,990.8,96,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-1-2,6,1,2,1005.0,97,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-6-5,3,6,5,1005.0,98,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,3-6-4,3,6,4,1187.0,99,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-3-6,4,3,6,1208.0,100,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-1-5,6,1,5,1350.0,101,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-2-1,6,2,1,1359.0,102,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-5-1,6,5,1,1395.0,103,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-5-2,6,5,2,1486.0,104,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,4-6-3,4,6,3,1577.0,105,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-1-4,6,1,4,1743.0,106,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-1-3,6,1,3,1788.0,107,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-2-4,6,2,4,1828.0,108,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-2-3,6,2,3,1895.0,109,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-2-5,6,2,5,2045.0,110,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-5-3,6,5,3,2186.0,111,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-4-2,6,4,2,2282.0,112,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-5-4,6,5,4,2402.0,113,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-3-2,6,3,2,2773.0,114,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-3-1,6,3,1,3060.0,115,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-3-5,6,3,5,3083.0,116,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-4-1,6,4,1,3202.0,117,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-3-4,6,3,4,3359.0,118,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-4-5,6,4,5,3359.0,119,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,10R,6-4-3,6,4,3,3722.0,120,0,長谷川 晴哉,大澤 普司,蜂須 瑞生,本橋 克洋,富澤 祐作,中田 友也,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-2-4,1,2,4,5.5,1,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-4-2,1,4,2,7.6,2,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-2-6,1,2,6,11.2,3,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-4-6,1,4,6,11.8,4,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-4-5,1,4,5,18.5,5,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-2-5,1,2,5,20.4,6,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-2-3,1,2,3,22.7,7,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,4-1-2,4,1,2,22.7,8,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,4-1-6,4,1,6,23.8,9,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-6-2,1,6,2,31.5,10,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-6-4,1,6,4,35.1,11,1,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,4-1-5,4,1,5,37.7,12,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-4-3,1,4,3,41.7,13,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,4-6-1,4,6,1,43.7,14,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-5-4,1,5,4,47.5,15,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,4-5-1,4,5,1,48.0,16,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-3-2,1,3,2,49.1,17,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-5-2,1,5,2,49.6,18,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,4-2-1,4,2,1,52.1,19,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,4-5-6,4,5,6,54.7,20,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
20250811,01,11R,1-3-4,1,3,4,55.8,21,0,柴田 光,鳥居塚 孝博,中島 航,坂本 雄紀,湯淺 紀香,金田 諭,雨,27.0,0.0,,29.0,0.0
